Barcode,Brands,Product name,Generic name,Serving quantity,Serving qty unit,Serving size,Calories,Protein,Fats,Saturated fats,Monounsaturated fats,Polyunsaturated fats,Trans fats,Carbs,Total sugars,Added sugars,Fiber,Sodium,Potassium,Cholesterol
7798001270432,El Chucupal,Dulce de Cayote,N/A,100,N/A,100g,100,0,0,0,0,0,0,25,0,0,0,1,0,0
7791866001357,Natura,Mayonesa,N/A,12,g,12g,317,0,30.8,3.33,12.5,15,0,7.5,7.5,0,0,0.833,0,0.0333
7791337990128,La Serenisima,Calci+ Frutilla,N/A,120.0,g,120g,64.2,0,1.25,0.833,0,0,0,9.17,0,0,0,0.0618,0,0
7798136870033,Dahi,yogurt sabor frutilla,N/A,200.0,g,200g,92,0,3,1.9,0,0,0,13,0,0,0,0.065,0,0
7793360800900,La Campagnola,Mermelada de Frutilla,N/A,20,g,20g,275,0,0,0,0,0,0,68,58,0,0,0.01,0,0
7798085680455,Citric,Jugo de naranja 100% Exprimido,N/A,200,ml,200 ml,41,0,0,0,0,0,0,9.5,0,0,0.55,0,0,0
7794000960442,savora,Mostaza,N/A,12,g,12g,41.7,0,0,0,0,0,0,10,5,0,0,1.63,0,0
7794710055469,Verónica,Dulce de leche Clasico,N/A,20.0,g,20g,300,0,6.5,4,0,0,0,54,0,0,0,0.127,0,0
7794000598546,Knorr,Knorr quick espárragos,N/A,12.5,N/A,12.5g,344,0,0,0,0,0,0,76,4,0,4.8,2.99,0,0
7791337533325,"Yogurísimo,La Serenísima",yogurisimo go frutilla,N/A,185.0,g,185g,63.8,0,0.595,0.378,0,0,0,11.9,0,0,0,0.04,0,0
7794990879663,La Paulina,Queso de Crema Equilibrio,Queso de crema reducido en grasas totales,30,g,1 cuchara de sopa 30 g,110,0,5.33,3.33,0.00133,0,0,10,10,0,0,0.293,0,0.005
7795735600894,don satur,mini crackers,N/A,30,g,30g,437,0,14,1.33,0,0,0,66.7,0,0,6.67,0.454,0,0
7792180007315,Molino Cañuelas,Paso 5 semillas,N/A,66.0,g,66g,131,0,4.5,0.4,0,0,0,20,0,0,0.9,0.1088,0,0
7798336500020,Weekly!,Mix secos y arandanos,N/A,30,N/A,30g,557,0,43.3,4.67,0,0,0,23.3,0,0,7.67,4,0,0
7790670050766,Paty,Express,Medallones de carne vacuna son soja supercongelados,69,g,69 g,288,0,24.6,12.2,0,0,0,0,0,0,0.29,0.6,0,0
7790895010101,schweppes,Schweppes pomelo,N/A,200,ml,200ml,0,0,0,0,0,0,0,0,0,0,0,0.058928,0,0
7791337000995,"Danone,Yogurísimo",Yogurisimo Toy Story 4,N/A,149.0,g,149g,105,0,2.75,1.54,0,0,0,16.1,0,0,0,0.0597,0,0
8480017121110,Dia,Queso crema Dia,N/A,30,g,30 g,160,0,12,7,0,0,0,8.67,0,0,0,0,0,0
7790272000831,Natura,Rocio vegetal,N/A,0.5,g,1 portion (0.5 g),0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798159530068,pastarroz,pastarroz,N/A,80,N/A,80g,284,0,0,0,0,0,0,82.5,0,0,1.38,0.0152,0,0
7791324157466,"ParNor,Pitusas",Mini Pitusas sabor Frutilla,galletitas dulces con sabor a vainilla con relleno sabor a frutilla.,30,g,4 galletitas/units 30 g,473,0,18.7,8.67,0,0,0.6,70,36.7,36.7,1.67,0.273,0,0.014
7622210812711,N/A,Clight Manzana Deliciosa,N/A,N/A,N/A,N/A,2,0,0,0,0,0,0,0,0,0,0,0.006,0,0
7790036567440,Baggio,Puré de Tomates,N/A,60.0,g,60g,36.7,0,0,0,0,0,0,6,4.83,0,1.83,0.0167,0,0
7798039850026,Andresito,Andresito,N/A,50,g,50g,17,0,0,0,0,0,0,3.5,0,0,0,6.096,0,0
7790040719804,"Bagley, Rex",Rex sabor Original,"galletitas snack, galletitas saladas.",31.0,g,15 galletitas/snacks (31 g),478,0,22,5.3,14,1.9,0.5,62,5.1,5.1,1.9,1.038,0,0.017
7790895000782,Coca-Cola,Coca-Cola sabor original,Bebida sin alcohol gasificada de extractos vegetales,200.0,ml,200 ml (1 vaso),42,0,0,0,0,0,0,11,11,11,0,0.006,0,0
7790580660000,"Prestopronta,Arcor",Polenta Instantánea,"harina de maíz precocida para preparar polenta, libre de gluten.",50,g,1/2 taza de té (50 g),340,0,0.8,0.3,0.3,0.5,0,78,0.5,0,2.2,0,0,0
7790150079973,La Virginia,Café en saquitos,N/A,5.0,g,5g,4,0,0,0,0,0,0,1,0,0,0,0,0,0
7790040116610,Tofi,Alfajor Tofi Negro,alfajor de dulce de leche cubierto con baño de repostería,46.0,g,1 alfajor 46g,392,0,14,6.4,6,1,0,61,41,0,1.6,0.11,0,0.011
0661094233912,Tafi,Tafi,N/A,32,g,32g,8,0,0,3,0,0,0,20,0,0,0,6,0,0
77965295,Arcor,Turrón & maní,N/A,25.0,g,25 g,320,0,8,1.2,4,2.4,0,56,34.4,0,19.6,0.048,0,0
7790070411716,Gallo,Oro,N/A,50.0,g,50 g,332,0,0,0,0,0,0,76,0,0,2,0,0,0
7790045823865,Granix,Bizcochitos con semillas de Sésamo,N/A,30,g,30g,140,0,7.3,0.6,0,0,0,17,0,0,1.4,0.196,0,0
7795735000342,Don Satur,Bizcocho Negrito,bizcochos (crackers) dulces.,N/A,N/A,N/A,488,0,20,10,0,0,0,67,23,0,0,0.24,0,0
7791866001203,Natura,Mayonesa,N/A,12.0,g,1 portion (12 g),317,0,30.8,3.33,0,0,0,7.5,0,0,0,0.833,0,0.0333
7792129001114,chuker,Chuker,N/A,N/A,N/A,N/A,0.30000001192093,0,0,0,0,0,0,0,0,0,0,0,0,0
7792200000128,"9 de oro, Molino Cañuelas",9 de oro,N/A,30.0,g,1 serving (30 g),483,0,19,5,0,0,0,70,30,0,2,0.297,0,0
7794710010017,Veronica,Leche líquida entera,N/A,N/A,N/A,N/A,58,0,3,1.8,0,0,0,4.8,0,0,0,0,0,0
7790070410603,Lucchetti,Largo Fino,N/A,50,g,50 g,340,0,0,0,0,0,0,78,0,0,1.4,0,0,0
7798113300270,Manaos,Villamanaos,N/A,1000.0,ml,1l,0,0,0,0,0,0,0,0,0,0,0,2.24e-05,1.6e-06,0
7790742161802,La Serenisima,Finlandia light,N/A,30.0,g,30g,194,0,16,9.3,0,0,0,3.8,0,0,0,0.000364,0,0
7802225688024,"Arcor, dos en uno",Limón,galletas dulces sabor a limón.,27.0,g,3 galletas 27 g,463,0,19,3.7,11,3.7,0.1,67,23,0,1.5,0.212,0,0.0004
7792931000039,Glaciar,Glaciar Agua,N/A,1000.0,ml,1l,0,0,0,0,0,0,0,0,0,0,0,0.000711,0,0
7798054490603,Doña Magdalena,Caramel sauce flavor,N/A,20.0,g,20g,45,0,1,0,0,0,0,10,3,0,0,0.045,0,0
77901729,Jorgito,Alfajores,N/A,85.0,g,85 g,391,0,14.1,7.53,0,0,0.588,60,0,0,1.65,0.116,0,0
7790070507358,Minerva,Jugo 100% de limon,N/A,200.0,ml,200 ml,48,0,0,0,0,0,0,12,1.4,0,0,3.9e-05,0,0
7791337613027,"la serenísima,Yogurísimo",yogurisimo mix cereales,N/A,164.0,g,164g,128,0,3.48,2.32,0,0,0,20.7,0,0,0,0.0904,0,0
7798167515248,chocolatory,chocolate amargo,N/A,20,g,20g,415,0,30,19,0,0,0,50,0,0,8,0,0,0
7792170110575,Gatorade,N/A,N/A,200,ml,200ml,24,0,0,0,0,0,0,6,6,0,0,0.0457,0.012,0
7798146300841,Lulemuu,Tostadas de Arroz Light,"tostadas de arroz, libre de gluten.",30.0,g,10 tostadas (30 g),330,0,0,0,0,0,0,73.3,0,0,0,0.633,0,0
8005121000078,Divella,Vermicelli 7,pasta di semola di grano duro.,100.0,g,100 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
7790040669208,"Arcor, Hogareñas",Hogareñas Salvado,galletas (crackers) con salvado.,29.0,g,6 galletitas/crackers 29 g,424,0,13,1.2,11,1.1,0,64,3.5,0,6,0.8250000000000001,0,0
7791019000053,3 Arroyos,N/A,N/A,30,g,1 taza (30 g),375,0,1,0.2,0.3,0.5,0,85,6.1,0,3.2,0.668,0,0
7790580103361,"Arcor, Cofler",Cofler air leche,chocolate con leche aireado.,27.0,g,1 tableta 27 g,548,0,33,20,11,1.1,0.3,55,53,43,1.5,0.131,0,0.015
7798146130370,Tau Delta,Salsa sabor cheddar,N/A,12.0,g,12 g,42,0,4.4,0.5,0,0,0,0.6,0,0,0,0.145,0,0
7790580103743,"Arcor, Cofler",Cofler Block 300,chocolate con leche con maní.,17.0,g,1 cuadradito/square 17 g,550,0,35,16,14,5.3,0,44,42,0,3.4,0.106,0,0.008199999999999999
7790398100118,La Paulina,Queso rallado,N/A,10.0,g,10g,462,0,33,21,0,0,1.3,7.3,0,0,5.1,2.229104,0,0
7791875000426,Havanna,Alfajores Merengue Clásico,alfajores rellenos con dulce de leche cubiertos con merengue.,N/A,N/A,N/A,342,0,9,4,0,0,0,60,30,0,0,0.0256,0,0
7790950128444,Terma,Terma Serrano,N/A,200.0,ml,200ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02817337,Villa del Sur,agua mineral natural sin gas,N/A,1000,ml,1 l,0,0,0,0,0,0,0,0,0,0,0,0.0166,0.001,0
7790045823094,Granix,Fibra Total 4 Fibras,N/A,30.0,g,30 g,333,0,1.4,0.3,0.3,0.8,0,66,0,0,15,0.1,0,0
05261741,Zucoa,N/A,N/A,20,g,20 g,372,0,1.6,0.8,0.5,0.3,0.1,88,83,0,2.8,0.0099,0,0.0001
7792260619391,Orieta,Dulce de Batata con Chocolate,"dulce de batata con chocolate, libre de gluten.",40.0,g,1 rebanada/slice (40 g),250,0,0,0,0,0,0,62,40,0,2,0,0,0
7790045825746,Granix,Granola Crocante  Frutos Rojos,mezcla de cereales con frutas deshidratadas.,40.0,g,1/2 taza 40 g,376,0,6.7,3.5,0,0,0,72,0,0,6,0.139,0,0
7790045001133,Granix,Sandwich Granagua,Crackers Sandwich | Galletitas crackers / Crackers,30.0,g,30 g,429,0,13,1.1,0,0,0,67,0,0,4.5,0.27,0,0
7790787002528,Ilolay,Leche,N/A,200,ml,200ml,59,0,3,1.9,0,0,0,4.8,4.8,0,0,0.078232,0,0
7790040377806,Bagley,criollitas x3,N/A,N/A,N/A,N/A,424,0,13,5.8,0,0,0,64,0,0,2.9,0.222,0,0.019
7790070507228,Blancaflor,Harina Leudante,harina leudante fortificada con hierro.,50.0,g,1/2 taza (50 g),318,0,1,0.2,0,0,0,68,0,0,2.8,0.304,0,0
7798128002015,Cachafaz,ALFAJORES,N/A,N/A,N/A,N/A,401,0,14,7.3,0,0,0,63,27,0,0,2.92,0,0
77900845,terrabusi,N/A,N/A,N/A,N/A,N/A,87,0,24,2.3,0,0,0,11,6.6,0,0,0.12,0,0
7790742335609,La Serenisima,Serenísima Leche Larga Vida Liviana,Leche Parcialmente Descremada UAT fortificada con Vitaminas A y D Larga Vida,200,ml,200 ml,40,0,1,0.65,0,0,0,4.8,0,0,0,0.0498,0,0
77901705,Jorgelín,Maxialfajor,Alfajor relleno con dulce de leche cubierto con baño de repostería fantasía blanco sabor vainilla,85.0,g,1 alfajor (85 g),402,0,15.3,6,0,0,0.353,60,38.8,32.9,0.588,0.121,0,0
7793323004055,Dicomere,chips coco clasici,N/A,5,g,5g,20,0,0,0,0,0,0,4.7,0,0,0.1,0,0,0
7790490001788,"Alimentos Cormillot, Barny",Barny,N/A,0.3,ml,"0,3 ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798138290495,Vauquita,Vauquita,N/A,25.0,g,25 g,372,0,8.8,0.4,0,0,0,65.2,0,0,0,64,0,0
7794000597723,wilde,caldo de verduras deshidratado,N/A,4,N/A,4g,13,0,1.1,0.7,0,0,0,0.8,0,0,0,0.968248,0,0
7790045826200,Granix,Salvado,Bran Crackers | Galletitas con salvado / Crackers with wheat bran.,N/A,N/A,N/A,384,0,12,1.1,0,0,0,57,3.3,0,0,0.2,0,0
7790580980009,Arcor,Choclo Amarillo Entero,"granos de choclo amarillos enteros, libre de gluten.",130.0,g,1/2 taza de té 130 g,81,0,2.5,0.6,0,0,0,12,1.3,0,3.6,0.138,0,0
5391523054010,N/A,Ensure,N/A,N/A,N/A,N/A,428,0,14,1.6,0,0,0,57,0,0,4.3,0.36,0,0
7798169800670,Lasfor,Bolitas Chocolatadas,N/A,30,g,30g,380,0,0,0,0,0,0,93.3,0,0,1.5,0.19304000000000002,0,0
7790150161203,La Virginia,Capuccino sabor Dulce de Leche,"alimento instantáneo a base de leche entera en polvo, café instantáneo, azúcar, cacao, con sabor dulce de leche, libre de gluten.",15,g,4 cucharadas 15 g,407,0,8.67,5.33,0,0,0,61.3,0,0,0,0.193,0,0
7790787003518,Ilolay,N/A,N/A,30,N/A,30g,133,0,9,5.33,0,0,0,5.33,3.67,0,0,0.274,0,0.036699999999999997
7790742186201,La Martona,Leche parcialmente descremada,N/A,200,ml,200 ml,40,0,1,0.6,0,0,0,4.8,0,0,0,0.049,0,0
7790580111755,"Arcor, Cofler",Cofler Graffiti,"oblea con relleno sabor chocolate cubierta con chocolate con leche y baño de repostería fantasí rojo, azul y amarillo.",45.0,g,1 paquete/pack (45 g),532,0,30,18,11,1.2,0.3,56,49,40,2,0.11800000000000001,0,0.0097
7790310006870,Tostitos,tostitos (nachos),N/A,25,g,25g,472,0,32.4,2.8,0,0,0,38.8,0,0,10,0.261,0,0
7790742106605,La Serenisima,Leche Descremada en Polvo Instantánea,N/A,200.0,g,20 g (2.5 cucharas / 200ml),35.5,0,0,0,0,0,0,5,0,0,0,0.046,0,0.002
7790045823889,Granix,Lino,"galletitas (crackers) con harina integral, trigo partido y semillas de lino.",30.0,g,5 crackers (30 g),400,0,13.3,0,0,0,0,66.7,6.67,0,6.67,0.6,0,0
7790787002535,Ilolay,Leche parcialmente descremada,N/A,200.0,ml,200 ml,43,0,1.3,0.65,0,0,0,4.8,4.8,0,0,0.05,0,0
7798146300803,Lulemuu,Tostadas de Arroz Multisemillas,"tostadas de arroz con semillas, libre de gluten.",30.0,g,12 tostadas (30 g),363,0,3,0,0,0,0,76.7,0,0,5.33,0.713,0,0
7790580221904,Arcor,Puré de Tomate,"puré de tomate, libre de gluten.",60.0,g,3 cucharas 60 g,22,0,0,0,0,0,0,3.8,2.3,0,1.4,0.012,0,0
7793360927805,"La Campagnola, Salsati",Salsa lista Pizza,N/A,60.0,g,60g,28,0,0,0,0,0,0,7,3.7,0,0.8,0.224536,0,0
7798128002138,"Cachafaz, Orgánicas",Galletitas Orgánicas Avena & Miel,galletitas dulces con avena y miel.,30.0,g,4 unidades (30 g),396,0,16,1.6,12,2.5,0,56,20,0,7.1,0.306,0,0
7790628102684,mauri,Vainillas,N/A,30.0,g,30 g,343,0,2.7,0.8,0,0,0,73.4,0,0,0.967,0.0422,0,0
7790538009561,Arrocitas,"Arrocitas con Sal, Sésamo y Lino","galletas de arroz integral yamaní, con sal, semillas de sésamo y lino, libre de gluten.",30.0,g,4 unidades (30 g),380,0,2.1,0.38,0.85,0.87,0,83.9,1.2,0,2.1,0.3762,0,0
7795735000106,Don Satur,Talitas,N/A,30.0,g,1 cracker 30 g,500,0,20,10,0,0,0,66.7,33.3,0,3.33,0.867,0,0.0667
7791337011328,la serenisima,Casancrem clásico,N/A,30.0,g,30 g,233,0,20.7,13.7,5.33,0.667,0.667,6,0,0,0,0.19,0,0.0567
7798143230271,jual,Stevia,N/A,5.0,ml,5ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7791249451472,mantecol,Clásico,N/A,20.0,g,20 g,503,0,31,7.2,13,7.8,0.1,42,40,0,7,0.044,0,0
7797470007921,Marolio,Lentejas,Lentejas secas remojadas en conserva,130.0,g,130 g,85.4,0,0,0,0,0,0,13.1,0,0,2.23,0.224,0,0
7793913001754,tregar,Untable Neufchatel light,N/A,30.0,g,30g,43,0,2.6,1.9,0,0,0,0,0,0,0,0.64,0,0
7794990879656,La Paulina,Queso de crema tradicional,Queso de crema,30,g,30 g,247,0,22,14,0,0,1,8,8,0,0,0.233,0,0
7793940448003,La Serenisima,Leche 3%,N/A,200,ml,200ml,57,0,3,1.8,0,0,0,4.5,0,0,0,0.049,0,0
7794940000536,hileret,Hileret Light,N/A,2.5,g,1 teaspoon (2.5 g),10,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0
7790895067556,coca-cola,Coca-Cola Zero,N/A,200.0,ml,200 ml,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0
7790412000295,Leiva,Tostadas Aireadas de Arroz Sin Sal Agregada,"galletas de arroz sin sal agregada, libre de gluten.",30.0,g,3 tostadas (30 g),373,0,0,0,0,0,0,86.7,0,0,0,0.0233,0,0
7791337960817,"Danone,La Serenísima,Yogurísimo",Yogurísimo Firme Vainilla,N/A,125.0,g,125 g,90.4,0,1.92,1.28,0,0,0,15.2,0.016,0,0,0.048,0,0
7792170001095,Quaker,Barras de cereal Quaker,N/A,30,g,30g,353,0,8.33,2.67,2,1,0,63.3,16.3,0,6.67,0.103,0,0
77980274,Guaymallen,Tri Alfajor de Dulce de Leche,alfajor de dulce de leche con baño de repostería con aromatizante vainillina.,35,g,1/2 alfajor (35 g),723,0,18.3,9.71,0,0,0.571,129,0,0,9.71,0.391,0,0
7790895000430,Coca Cola,"Coca Cola 1,5L",N/A,200.0,ml,200 ML (un vaso),60,0,0,0,0,0,0,15,15,15,0,0.012,0,0
7791866004211,Natura,Aderezo a base de Mostaza,N/A,12.0,g,12 g,66.7,0,0,0,0,0,0,10.8,5,0,0,1.54,0,0
7613036392471,Nestlé,leche condensada,N/A,20,g,20 g,300,0,4,2.5,1,0.1,0,60,60,0,0,0.117,0,0.017
7792129003521,Sucaryl,Sucralosa,"endulzante de mesa en polvo con sucralosa, libre de gluten.",0.8,g,1 sobre 0.80 g,354,0,0,0,0,0,0,88.6,0,0,0,0,0,0
7793913000986,Tregar,Queso Blanco light,N/A,30.0,g,30g,147,0,9.33,6,0,0,0,3.33,3.33,0,0,0,0,0
8480017151605,Dia,Tostadas de arroz,N/A,30,N/A,30 g,373,0,0,0,0,0,0,83.3,0,0,0,0.727,0,0
7790895067570,Coca-Cola,Coca Cola Zero,N/A,200.0,ml,200ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790040123717,Bagley,Galletitas con avena y miel,N/A,N/A,N/A,N/A,433,0,17,1.8,13,1.2,0,62,6.6,0,8.3,0.2788,0,0
7790787000432,Ilolay,Yogurt Descremado sabor Frutilla,N/A,200.0,g,200g,40,0,0,0,0,0,0,10,10,0,0,0.106,0,0
7797897003186,Chocolate Colonial,Chocolate 70% cacao,"Chocolate Amargo Dietetico, libre de gluten, sin agregado de azucar, sin TACC",25.0,g,25 g,448,0,33.2,21.2,0,0,0,38,1.2,0,14,0.112,0,0
8480017241917,dia,Yogur Bebible sabor Frutilla,N/A,200.0,g,200 g,74,0,1.5,0.9,0,0,0,13,0,0,0,0.043,0,0
7896004005973,Kellogg's,zukaritas,N/A,30,g,30g,387,0,0,0,0,0,0,93.3,40,0,0,0.254,0,0
7792260000021,Orieta,Mermelada de Durazno,"mermelada de durazno con colorante y sabor a durazno, libre de gluten.",20.0,g,1 cuchara 20 g,260,0,0,0,0,0,0,65,0,0,0,0,0,0
7790045823872,Granix,Bizcochitos Tradicionales,N/A,N/A,N/A,N/A,470,0,22,1.8,0,0,0,58,0,0,1.2,0.27959999999999996,0,0
7790150355077,La Virginia,Te Verde,té verde en saquitos ensobrados.,2.0,g,1 saquito 2 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790895643521,"Ades, Coca-Cola",Soja sabor Chocolatada,"alimento de soja líquido dietético sabor chocolate, fortificado con vitaminas A, C, D, E, B2, B6, B12, ácido fólico y calcio, libre de gluten.",200.0,ml,1 vaso 200 ml,54,0,2.15,0.4,0.35,1.1,0,5.5,3.7,0,0.3,0.067,0,0
7792360092575,"Bonafide,Vizzio",Cereal cubierto de chocolate,N/A,25,g,14 unidades (25 g),508,0,23.2,0,0,0,0,68,0,0,0,0,0,0
7792180134509,N/A,Blancaflor harina para pizza,N/A,50,N/A,50 g,360,0,2,0,0,0,0,74,0,0,3.8,0.03,0,0
77965233,N/A,Pipas,N/A,15.0,g,15g,613,0,57.3,6,0,0,0,6,0,0,9.33,3900,0,0
7794000960435,Savora,N/A,N/A,12.0,g,12g,5,0,0,0,0,0,0,1.2,0,0,0,196,0,0
7793940198007,"Cindor,La Serenísima",CINDOR,N/A,250,ml,250 ml,70.4,0,1.4,0.92,0,0,0,11.6,2.8,0,0.32,0,0,0
7798183770409,Grido,Crema helada sabor dulce de leche recubierto con baño de repostería y arroz inflado,N/A,70.0,g,70 g,269,0,12,8,4,0.429,0,37.1,25.7,22.9,0,0.0629,0,0.0214
7791866000381,Natura,Ketchup Natura,N/A,12.0,g,12 g,117,0,0,0,0,0,0,28.3,21.7,0,0,0,0,0
7790895067617,Coca-Cola,Coca-Cola sin azúcares,N/A,200.0,ml,200 ml,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0
7790150211625,La Virginia,Té en Saquitos,"té negro tipo fanning en saquitos, libre de gluten.",2.0,g,1 saquito 2 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7794000960206,hellmann's,mayonesa con aceite de oliva,N/A,12,g,12g,333,0,33.3,5,0,0,0,6.67,3.33,0,0,0.94,0,0
7794000002340,Hellmann's,Mayonesa con Aceite de Palta y un Toque de Limón,"mayonesa reducida en valor lipídica, libre de gluten.",12,g,1 cuchara 12 g,225,0,20.8,2.5,10,10,0,9.17,4.17,0,0,0.742,0,0.0183
7793126001497,Patagonia Berries,N/A,N/A,20.0,g,20g,140,0,0,0,0,0,0,35,0,0,2.5,0,0,0
7792180134516,"Molino Cañuelas, Pureza",Integral,Harina de trigo integral,50.0,g,50 g (1/2 taza de té),306,0,2,0,0,0,0,60,0,0,12,0,0,0
7791875101284,Havanna,jugo y pulpa,N/A,200,ml,200ml,24,0,0,0,0,0,0,5,0,0,2,0.02032,0,0
7791875101277,Havanna,jugo y pulpa,N/A,200,ml,200ml,24,0,0,0,0,0,0,6,0,0,1.4,0.021336,0,0
7790499002472,La Banda,Porotos Alubia,N/A,N/A,N/A,N/A,140,0,0,0,0,0,0,0,0,0,0,0,0,0
7794940000796,Hileret,Hileras Stevia,N/A,0.4,ml,0.4ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798049830247,N/A,Mermelada de Pera,N/A,20,g,20 g,240,0,0,0,0,0,0,60,0,0,1,0,0.0365,0
7790580956707,Arcor,Salsa Lista Pizza,salsa pizza.,N/A,N/A,N/A,37,0,0,0,0,0,0,7,3.7,0,0,0.0884,0,0
7791337001176,Yo pro,Yo pro,N/A,250,ml,250ml,54,0,1.08,0.68,0,0,0,5.2,0,0,0.4,0.0916,0,0
7790070318329,Lucchetti,Tirabuzón,N/A,80,g,80 g,329,0,1,0,0.25,0.75,0,68.8,0,0,3,0.01,0,0
7792052014625,Jumbo,Queso Blanco Light,N/A,50,g,50 g,58,0,3.6,2.2,0,0.2,0.2,0,0,0,0,0.18,0,0
7790174001202,Vegetalex,Medallones de legumbres y quinoa,N/A,75.0,g,1 unidad 75 g,267,0,5.6,0.667,1.6,2.8,0,32,2.67,0,5.47,0.475,0,0
7790150330135,La Virginia,Manzanilla,manzanilla en saquitos ensobrados.,1.0,g,1 saquito 1 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622300865535,ROYAL,Gelatina sabor frutilla,N/A,5,g,5 g,349,0,0,0,0,0,0,45,43,0,0,3.214,0,0
7793065001404,Costa del Sol,Mayonesa Clásica,N/A,N/A,N/A,N/A,27,0,2.6,0.3,0,0,0,0.8,0,0,0,0.033600000000000005,0,0
7790580509507,Arcor,Durazno,"mermelada de durazno, libre de gluten.",20.0,g,1 cuchara 20 g,259,0,0,0,0,0,0,64,52,0,0,0.02,0,0
7794000960275,Hellmann's,Ketchup,N/A,N/A,N/A,N/A,16,0,0,0,0,0,0,3.6,2.8,0,0,2.32,0,0
7798128001728,Cachafaz,Alfajores Cachafaz,N/A,N/A,N/A,N/A,401,0,14,7.3,0,0,0,63,27,0,0,0.28,0,0
7791866001197,Natura,Mayonesa,N/A,12.0,g,12gr,317,0,30.8,3.33,12.5,15,0,7.5,0,0,0,0.833,0,0.0333
7798086620030,Risky-Dit,Tostadas de arroz,N/A,30.0,g,30g,366,0,1,0.6,0.3,0,0,83,4,0,0.0005,0.38,0,0
7794921001033,"Merengo,Merengo Libre",Alfajor de Chocolate Dietetico,N/A,45,N/A,45g,367,0,20,0,0,0,0,42.2,0,0,2.22,0.0511,0,0
7793890251029,Valente,Alfajor relleno de Dulce de Leche con baño de chocolate semiamargo,N/A,55,g,55g,393,0,12.7,8.55,0,0,0,61.8,25.5,0,1.82,0.139,0,0
7798136870194,Dahi,Yogur Sabor Natural Descremado,N/A,200.0,g,200g,40,0,0,0,0,0,0,6,0,0,0,0.0752,0,0
7792129000346,Sucaryl,Clásico,"endulzante de mesa líquido con ciclamato y sacarina, libre de gluten.",0.5,ml,10 gotas (0.50 ml),20,0,0,0,0,0,0,5,0,0,0,0.638,0,0
7798062548716,N/A,Levite Manzana,N/A,200,ml,200 ml,17.5,0,0,0,0,0,0,4.5,4,0,0,0.0175,0,0
7793360000157,"Salsati,La Campagnola",Puré de tomate,N/A,N/A,N/A,N/A,28,0,0,0,0,0,0,6.1,4.2,0,1.4,0.012,0,0
7790070318060,Matarazzo,Tirabuzón 3 Vegetales,"fideos de sémola con vegetales fortificados con vitaminas B3, B5, B2, B6, B1, B9, B12, A, hierro y zinc con rocú y cúrcuma.",80.0,g,1 plato 80 g,328,0,1,0,0.25,0.75,0,68.8,0,0,3.25,0.01,0,0
7798336290044,Vrink,Vrink Original,Vrink Original de almendras,N/A,N/A,N/A,31,0,1.1,0.1,0,0,0,4.8,0,0,0.15,0.025,0,0
7790040120006,Lia,Mini Polvorita Sabor Vainilla,N/A,27,g,4 galletas 27 g,480,0,20,5.2,12,1.6,0.5,69,33,0,2,0.20400000000000001,0,0.016
7790040287006,Lia,Polvorita Sabor Vainilla,N/A,30.0,g,3 galletas 30 g,474,0,19,9,8,0.9,1,68,26,0,2.3,0.223,0,0.035
0700083917119,N/A,Alfajor &quot;Un rincón vegano&quot;,N/A,N/A,N/A,N/A,272,0,14.7,2,0,0,0,50,36,0,9,0.2,0,0
7790580716707,Arcor,Saladix jamón,N/A,30.0,g,30g,433,0,13,1.4,7,0.9,0.7,71,12,0,2.1,0.25,0,0.024
7798168320063,Liberato,Sal fina marina,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,2.4272240000000003,0,0
7798179490144,NS Galletas,Tradicionales con Sésamo,galletas con sésamo.,30.0,g,4 galletas (30 g),433,0,13.7,0,0,0,0,70,0,0,3.33,0.533,0,0
7501032399306,Silk,Alimento líquido Silk de coco,N/A,200,ml,200ml,27,0,1.65,1.45,0,0,0,2.95,2.8,0,0,2.4,0,0
7794000598881,Knorr,Salsa de tomate,N/A,60,g,60g,20,0,0,0,0,0,0,3.5,2.8,0,0,0.20523200000000003,0,0
7798079230611,Santa María,Premezcla para Panadería y Repostería,"premezcla para panadería y repostería, libre de gluten.",49.895160700000005,g,2 cucharadas 50 g (1.76 oz),370,0,4.3,1.2,2.3,0.8,0,80,0,0,1,0.292,0,0.015
7790310982419,"Doritos,Pepsico",Sabor Queso,N/A,N/A,N/A,N/A,472,0,30,2.8,18,9.6,0,44,2.4,0,9.2,0.648,0,0.0012
7790580120146,"Cofler,Arcor,Cofler Block",Cofler Block XL,N/A,N/A,N/A,N/A,554,0,37,16,0,0,0.6,44,37,0,3.8,0.055,0,0.0054
