Barcode,Brands,Product name,Generic name,Serving quantity,Serving qty unit,Serving size,Calories,Protein,Fats,Saturated fats,Monounsaturated fats,Polyunsaturated fats,Trans fats,Carbs,Total sugars,Added sugars,Fiber,Sodium,Potassium,Cholesterol
8005121000092,Divella,Spaghettini 9,pasta di semola di grano duro.,100.0,g,100 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000122,Divella,Fettuccine 12,pasta di semola di grano duro.,100.0,g,100 g,355,0,1.7,0.9,0,0,0,73,3.9,0,0,0.0016,0,0
8005121000146,Divella,Linguine 14,pasta di semola di grano duro.,80.0,g,80 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000177,Divella,Rigatoni 17,pasta di semola di grano duro.,100.0,g,1/5 package 100 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000276,Divella,Penne Ziti Rigate 27,pasta di semola di grano duro.,80.0,g,80 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000405,Divella,Fusilli 40,pasta di semola di grano duro.,100.0,g,1/5 package 100 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000535,Divella,Gomiti 53,pasta di semola di grano duro.,100.0,g,1/5 package (100 g),355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000900,Divella,Fettuccine 90,pasta di semola di grano duro.,100.0,g,1/5 paquete (100 g),355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8005121000917,Divella,Tagliatelle 91,pasta di semola di grano duro.,100,g,100 g,355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
8411902004027,Cabreiroá,Agua mineral natural,N/A,1000.0,ml,1 l,0,0,0,0,0,0,0,0,0,0,0,0,0.0021000000000000003,0
8480000154361,Hacendado,Miel de Flores,Miel de flores,10.0,g,1 portion (10 g),333,0,0,0,0,0,0,83,79,0,0,0.016,0,0
8480017085054,Dia,Mini Cracker Light,N/A,30.0,g,10 galletas 30 g,420,0,10.7,1.33,8,1.67,0,70,0,0,1.33,0.56,0,0
8480017129512,Dia,Mini galletas saladas crackers,Crackers salados,100.0,g,100g,525,0,27,2.7,0,0,0,63,9.5,0,0,0.92,0,0
7790710000188,CBSé,Silueta,"yerba mate elaborada con palo compuesta con hierbas, vitaminas (B1, B2, B5, B6, B9 y B12) y zinc, con sabor a manzana, libre gluten.",50.0,g,50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7793913000115,Tregar,Crema de leche,N/A,15,g,15g,400,0,44.7,29.3,0,0,0,0,0,0,0,0,0,0
7794000598478,Knorr,sopa,N/A,9.0,g,9g,333,0,0,0,0,0,0,70,21.1,0,0,0,0,0
7791019172613,3 Arroyos,Granola Crujiente Low Fat - 3 Arroyos,"Alimento a base de copos de trigo, copos de arroz y avena arrollada",N/A,N/A,N/A,336,0,3,0,0,0,0,73,19,0,0,1.752,0,0
7792129002319,KMD México,Canderel Clásico,Edulcorante de mesa en polvo,1,N/A,1 g,3.52,0,0,0,0,0,0,0.88,0.85,0,0,1.016e-05,0,0
7790070410146,Exquisita,Exquisita bizcochuelo chocolate,N/A,40.0,g,40 g,378,0,8.5,4.25,0,0,0,70,0,0,3.5,0.705,0,0
7792129002326,KMD México,Canderel Clásico,Edulcorante de mesa en polvo,1,g,1 g,3.52,0,0,0,0,0,0,0.88,0.85,0,0,1.016e-05,0,0
7792170000975,quaker,quadritos de avena,N/A,40,g,40g,152,0,2,0.004,0,0,0,31,7,0,3,0.139192,0,0
7790742163509,La Serenísima,Finlandia Light,N/A,30,g,30g,194,0,16,9.3,0,0,0,3.8,0,0,0,0.36982400000000004,0,0
7798151952332,Maní King,Pasta de Maní Natural,Pasta de mani natural,20.0,g,20 g,585,0,49,6.5,40,2.5,0,10,7.5,0,9,0,0,0
7792129003637,Equal sweet,Stevia,N/A,N/A,N/A,1Sobre,3.1,0,0,0,0,0,0,0.78,0.78,0,0,0,0,0
7790580105822,Aguila,Chocolate semi amargo,N/A,20,g,20g,470,0,24.5,13.5,0,0,0,60,55,0,6.5,2.24e-05,0,0
7791875006121,Havanna,Alfajores au cacao,N/A,N/A,N/A,N/A,514,0,31,16,0,0,0,55,33,0,0,5.64,0,0
7793913000511,Tregar,Rice Pudding (Cinnamon flavor),N/A,N/A,N/A,N/A,228,0,5.1,2.2,0,0,0,40,0,0,0,0.063,0,0
7793913001662,Tregar,Arroz con leche con chocolate(10732),N/A,180.0,g,180 g,133,0,2.72,1.17,0,0,0,23.9,0,0,0,0.0356,0,0.00722
7792360071365,Bonafide,Chocolate taza,N/A,25,N/A,25g,131,0,6.5,3.5,0,0,0,17,0,0,2,2.4,0,0
7792180130778,Molino cañuelas,Galletas de avena con manzana y canela,N/A,30,g,30 g,413,0,16.7,3.33,0,0,0,53.3,0,0,3.33,0.0367,0,0
7792180009524,"9 de oro,Molino cañuelas",Scons con sabor a limón,N/A,30.0,g,2 galletas 30 g,380,0,17.7,7.67,7.33,1.33,0,50,0,0,1.33,0.37,0,0.0293
7791445002065,cruz de malta,Mate,N/A,N/A,N/A,N/A,28,0,0,0,0,0,0,3.3,0,0,0,0,0,0
7790411001613,Rosamonte,Yerba,N/A,N/A,N/A,N/A,21,0,0,0,0,0,0,4.7,0,0,0,0.024,0,0
7791273000707,Golden Smile,ananas golden smile,N/A,100,g,100g,60,0,0,0,0,0,0,16,13,0,1,4,0,0
77903518,"Bagley,Opera",Opera,obleas dulces con relleno sabor naranja.,28.0,g,6 obleas/wafers (28 g),509,0,23,11,9.7,1.3,0.7,69,43,0,1.1,0.162,0,0.044
7622210745620,Milka,Milka con almendras,N/A,27.5,g,"27,5g",542,0,32.7,15.6,12.7,2.91,0,50.9,50.9,0,2.18,0.0945,0,0.0185
77958921,"Arcor,bon o bon",bon o bon Suerte,bombón de chocolate con leche y oblea relleno con crema de maní.,15.0,g,1 bonbon (15 g),556,0,36,18,0,0,0,48,43,0,0,0.095,0,0
7790580118570,Arcor,Butter Toffees,N/A,22,g,22g,457,0,19,15,0,0,0,70,51,0,0,0.242824,0,0
7791337993235,"Ser,Danone,La Serensísima",Ser cereales con miel,N/A,164.0,g,164g,84.1,0,1.34,0.854,0,0,0,13.4,0,0,0,0.105,0,0
7790628102646,Mauri,Vainillas,galletitas dulces sabor vainilla.,45,g,4 u (45 g),352,0,2.77,0.82,0,0,0,75.28,0,0,1.03,0.04315,0,0
7793360005060,La Campagnola,Atún en aceite,N/A,60,g,60g,270,0,17,1.9,0,0,0,4,0,0,1.9,0.246,0,0
2800001795510,Coto,Lomitos de Atún en aceite y agua,Lomitos de atún en aceite y agua con caldo vegetal,60,g,60 g (3 cucharas de sopa),138,0,4.67,0.5,0,0,0,0,0,0,0,0.39,0,0
7790070411815,Lucchetti,Arroz Parboil,N/A,50,g,50g,332,0,0,0,0,0,0,76,0,0,2,0,0,0
77909053,Cereal Fort,Barra de cereal de Manzana y Almendras,N/A,22,g,22g,418,0,14.1,8.18,0,0,0,68.2,35.5,0,4.09,0.12,0,0
77940131,Arcor,Turrón & Maní,oblea rellena con pasta de turrón y maní.,25.0,g,1 unidad (25 g),392,0,7.9,1.3,4.1,2.5,0,73,40,40,1.6,0.051000000000000004,0,0
7793940406003,La Serenísima,"La Serenisima Dulche De Leche, Milk Caramel",N/A,20,g,20 g,315,0,7,5,0,0,0,55,50,39,0,0.145,0,0
77907509,Felfort,Dos corazones,N/A,26.0,g,26g,546,0,31.5,14.6,0,0,0,53.8,53.8,0,0,0.145,0,0
7798128000509,Cachafaz,Alfajores,N/A,56.699,g,1 alfajor (56.699 g),439,0,16.4,7.94,0,0,0,63.5,45.9,0,0.882,0.0776,0.309,0.0155
7798141715558,Carrefour,Galletitas dulces sabor limón,N/A,N/A,N/A,N/A,40.8,0,1.41,0.66,0,0,0,5.7,0,0,0,0,0,0
7793360103018,La campagnola,Ketchup,N/A,12.0,g,1 portion (12 g),142,0,0,0,0,0,0,33.3,0,0,2.5,0,0,0
7792170000012,Quaker,Honey nut oats,circulitos de cereal de avena y miel,N/A,N/A,N/A,357,0,1.4,0.2,0,0,0,80,37,0,0,2.92,0,0
7793360005084,La Campagnola,Atún al Natural,"atún al natural, libre de gluten.",60.0,g,3 cucharas de sopa (60 g),170,0,1,0.833,0,0,0,0,0,0,1,0.348,0,0
7791017000062,Yancanelo,Aceite de oliva extra virgen,N/A,13,g,13g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7793360000485,La Campagnola,La campagnola Puré de tomate,N/A,N/A,N/A,N/A,28,0,0,0,0,0,0,5.4,4.1,0,1.3,0.0048000000000000004,0,0
7790045000174,GRANIX,Galletitas crackers con Salvado,N/A,29,g,29g,379,0,12.1,0,0,0,0,0,3.45,0,0,0.561,0,0
7790326000558,N/A,Yerba Mate tradicional,N/A,N/A,N/A,N/A,42,0,4.6,1,0,0,0,1,0.1,0,0,2.4,0,0
7790895068096,Coca-Cola,Sin azúcares,N/A,200,ml,200 ml,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0
7790616000411,Vacalin,Dulce de leche,N/A,20.0,g,20 g,305,0,7,4.5,0,0,0,55,48.5,39.5,0,0.12,0,0
7793750000057,Piporé,Yerba Mate,N/A,N/A,N/A,N/A,76,0,0,0,0,0,0,17.2,7.4,0,0.9,0.012,0,0
7790070936493,Arlistán,Cafe instantáneo suave y espumoso,N/A,1.5,g,1.5 g,4,0,0,0,0,0,0,1.1,0,0,0,0.0047,0,0
7793360004759,N/A,Dulce De Leche,N/A,N/A,N/A,N/A,321,0,6.4,3.8,0,0,0,61,61,0,0,0.0464,0,0
7792948444413,N/A,chimbote,N/A,N/A,N/A,N/A,100,0,3,3,0,0,0,4,2,0,0,0.4,0,0
7798113300928,Manaos,Manaos Manzana,N/A,200,ml,200 ml,46,0,0,0,0,0,0,11.5,11.5,0,0,0.009,0,0
7791058002582,Manfrey,Dulce de leche,N/A,400,g,400g,289,0,6.6,3.6,0,0,0,57,0,0,0,0.10972799999999999,0,0
7798119220015,Speed Unlimited,Speed Unlimited,N/A,N/A,N/A,N/A,45,0,0,0,0,0,0,11.2,0,0,0,0,0,0
7790040377707,Bagley,Criollitas (original),Galletitas de agua,N/A,N/A,N/A,438,0,13,6,0,0,0,69,0.8,0,0,0.44,0,0
77905741,Jorgito,Alfajor Jorgito,alfajor relleno con dulce de leche cubierto con baño de repostería.,55.0,g,1 alfajor (55 g),404,0,14.9,8,0,0,0.364,60,36.4,30.9,1.64,0.113,0,0
7790244001064,N/A,Dulce De Leche (frasco 840 Grs),N/A,N/A,N/A,N/A,64,0,1.2,0.8,0,0,0,12,12,0,0,0.09,0,0
7790710000133,CBSé,Silueta Naranja,"yerba mate elaborada con palo, compuesta con hierbas, adicionada con vitaminas (B1, B2, B5, B6, B9 y B12) y zinc, con sabor a naranja, libre de gluten.",50.0,g,50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798128001711,Cachafaz,Alfajores - Chocolate Negro,N/A,N/A,N/A,N/A,401,0,14,7.3,0,0,0,63,44.7,0,0,0.0292,0,0
7793360002007,La Campagnola,Duraznos en almíbar,N/A,140,g,140 g,94,0,0,0,0,0,0,23,20,0,1.3,0.0076,0,0
7793750000019,Piporé,Yerba mate,N/A,50.0,g,50 g,40,0,0,0,0,0,0,8.8,2.4,0,1,0.01,0,0
7790150250136,La Virginia,Té con Canela,té con canela en saquitos ensobrados.,2,g,1 saquito 2 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790174000540,vegetalex,Milanesas de soja con acelga y espinaca,N/A,85,g,85 g,220,0,4.71,0.706,1.29,2.59,0,35.3,0.471,0,5.76,0.46,0,0
7793704000225,playadito,Yerba,N/A,N/A,N/A,N/A,9,0,0,0,0,0,0,0.68,0.68,0,0,0.0004,0,0
7792280000452,N/A,Yerba mate,N/A,N/A,N/A,N/A,24,0,0,0,0,0,0,3.6,0,0,0,3.6,0,0
7794940000857,Hileret,Zucra Líquido,N/A,0.45,ml,"0,45 ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480017759054,Dia,Mini cracker salvado,N/A,30.0,g,30 g,417,0,11,3.67,0,0,0,66.7,0,0,7.33,0.433,0,0
7793890002577,Tia Rosa,tortilla tipo mexicana,N/A,50,g,50g,286,0,6.8,3,0,0,0,48,9.6,0,3,0.545,0,0
7790645003551,Caracas,Garbanzos secos remojados Caracas Conserva,N/A,130,g,130g,119,0,2,0.231,0,0,0,19.2,0,0,2.23,0.242,0,0
7891167011960,Gomes da Costa,Atún Rallado Picante Gomes da Costa,N/A,60.0,g,60 g,110,0,5.83,1.33,0,0,0,0,0,0,0,0.406,0,0.0367
7622210692245,club social,Galletitas Sabor Jamón,N/A,23.5,g,23.5g,468,0,15.3,3.4,0,0,0,68.1,8.51,0,2.55,0.692,0,0
7790070318336,Luchetti,Mostachol,N/A,80,N/A,80g,329,0,1,0,0.25,0.75,0,68.8,0,0,3,0.01,0,0
7790895010088,schweppes,schweppes gaseosa sabor pomelo,N/A,0.2,N/A,200mg,0,0,0,0,0,0,0,15,0,0,0,0,0,0
7790742165909,La serenisima,Finlandia balance,"Queso procesado untable dietético, reducido en calorías, reducido en grasa. Libre de gluten",30,g,30g,140,0,8.33,5.33,0,0,0,6,0,0,0,0.127,0,0
7791337120204,La Serenísima,casamcrem,N/A,30,g,30g,63.00000000000001,0,6.2,0,0,0,0,1.8,0,0,0,0.057912,0,0
7613034453600,Nesquik,Nesquick,N/A,14.0,g,14 g,393,0,0,0,0,0,0,78.6,71.4,0,6.43,0.164,0.8,0
7790040725102,"Arcor, Serranitas",Serranitas,"galletitas, crackers.",30.0,g,8 galletitas 30 g,440,0,13.7,6.33,0,0,0,0,1.33,0,0,0.623,0,0
7790580056001,sugus,Sugus Confitados,"confites de caramelo blando sabores a limón, frambuesa y anana, libre de gluten.",20,g,12 unidades 20 g,381,0,1.4,0.6,0.5,0.3,0,91,77,77,1.5,0.0097,0,0
7790080040135,sancor,Mendicrim,N/A,N/A,N/A,N/A,219,0,20,12,0,0,0.7,4.2,0,0,0,0.05,0,0
8005121000740,Divella,Stelline 74,pasta di semola di grano duro.,100.0,g,1/5 package (100 g),355,0,1.7,0.9,0,0,0,72,3.9,0,0,0.0016,0,0
7790070412348,Exquisita,Flan sabor vainilla,N/A,7,N/A,7g,371,0,0,0,0,0,0,92.9,0,0,0,0.595,0,0
7622300864934,Oreo,Oreo,Galletitas dulces con cacao con relleno sabor a vainilla,30.0,g,30 g,490,0,23,8.8,0,0,0,65,39,0,2.8,0.338,0,0
7790070318602,Matarazzo,Matarazzo Tirabuzón,fideos de sémola de trigo candeal.,80.0,g,1 plato 80 g,334,0,1,0,0.25,0.75,0,70,0,0,3.12,0.01,0,0
7791078022706,granix,Bocaditos,N/A,40,g,40 g,170,0,5,4,0,0,0,30,13,0,2,0.05,0,0
7790895643835,Ades,Soja + Jugo de Manzana,"alimento de soja líquido dietético con jugo de manzana, fortificado con vitaminas C, E, B1, B2, B3, B6, B9, B12 y zinc, libre de gluten.",200.0,ml,1 vaso (200 ml),22,0,0.465,0,0.08,0.24,0,3.6,2.5,0,0,0.01,0,0
7790895641800,N/A,Cepita Naranja Tentación,N/A,N/A,N/A,N/A,52,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0
7790580511302,Arcor,Mermelada de Durazno Light,N/A,20,g,20g,136,0,0,0,0,0,0,33,27,0,0,0.026416000000000005,0,0
7791620000312,margadan,Margadan,Producto a base de aceites vegetales para untar y cocinar,10.0,g,10g,510,0,56,22,0,0,0,0,0,0,0,0.54,0,0
7622210951984,Cerealitas,Avenas y Pasas,N/A,30,g,3 galletas 30 g,138,0,4.3,0.4,3.4,0.6,0,20,7.8,0,1.2,0,0,0
7622300847364,"Terrabusi,Express Light",Express Light,galletitas 79% reducidas en grasas saturadas.,30.0,g,5 galletitas 30 g,423,0,10,1.1,7.8,1.2,0,72,1.2,0,2.5,0.53,0,0
7793360811401,BC La Campagnola,Durazno,"mermelada de durazno reducida en calorías, libre de gluten.",20,g,1 cuchara 20 g,148,0,0,0,0,0,0,37,32,0,1,0.034,0,0
7790045825395,"Frutigran, Granix","Frutigran Avena, Chía y Lino","galletas semilladas con chía y lino, sin colesterol.",30.0,g,2 galletitas (30 g),447,0,16,1.4,12,2.6,0,68,35,0,4.7,0.265,0,0
77995681,Terrabusi,Rhodesia,N/A,21.0,g,21g,548,0,29,15.7,9.05,3.33,0,66.7,47.6,0,3.33,0.021,0,0.000952
7790036020235,Si diet,Si diet,Edulcorante de mesa,0.3,ml,"Porción 6 gotas (0,30 ml) - (1/4 cuchara de té). 6 gotas equivalen a 1 cucharada de azúcar tamaño té.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792170052271,Gatorade,Manzana,N/A,200.0,ml,1 portion (200 ml),24,0,0,0,0,0,0,6,6,6,0,0.045,0.012,0
7790045001195,"Granix,Frutigran",Frutigran Salvado,galletitas dulces con salvado.,30,g,2 galletas (30 g),405,0,13,1.2,10,1.4,0,64,17,16,9,0.28,0,0
7790040929609,Bagley,Surtido,Galletitas dulces surtidas.,31.0,g,4 galletas/cookies 31 g,419.35483870968,0,12.903225806452,6.4516129032258,8.2,1.4,0.5,64.516129032258,25.806451612903,0,3.2258064516129,0.322580645161292,0,0.016
7790244001453,San Ignacio,Dulce de Leche Tradición,Dulce de leche,20,g,20 g,315,0,6,4,0,0,0.3,60,60,0,0,0.145,0,0
7790895009853,"Cepita,Coca-Cola",Jugo de manzana,N/A,200,ml,200 ml,50.5,0,0,0,0,0,0,12.5,12.5,0,0,0.0125,0,0
7790895067549,Coca loca,Coca cola zero,N/A,200,N/A,200ml,0,0,0,0,0,0,0,0,0,0,0,0.028448,0,0
7791118000503,El pocillo,Malta,N/A,200,ml,200ml,4.5,0,0,0,0,0,0,1.15,0.25,0,0,0,0,0
7790071090316,Riera,Riera Tostadas Integrales,N/A,N/A,N/A,N/A,402,0,5.6,0.6,4.6,0.4,0,74,3.1,0,3.9,0.497,0,0
7790387014419,Unión,Hierbas Serranas,"yerba mate elaborada con palo compuesta con hierbas serranas (menta, poleo, peperina).",N/A,N/A,N/A,61,0,0,0,0,0,0,12,0,0,0,0.048799999999999996,0,0
7793940797002,La Serenisima,Queso Rallado Reggianito,1,10.0,g,1 cucharada 10 g,390,0,26,15,0,0,0,1,0,0,0,1.14,0,0
7798142880019,Productos carilo,Tostadas de arroz - sabor original,N/A,30.0,g,30 g,369,0,1,0,0,0,0,83,4,0,0,0.38,0,0
7790071090217,Riera,Tostadas,N/A,25,g,25 g,440,0,4,0,0,0,0,80,4,0,4,0.48,0,0
7790036000329,Baggio,Baggio Pronto Naranja,Alimento con 50% de jugo de naranja con vitamina C,200,ml,200ml,48.5,0,0,0,0,0,0,12,0,0,0,0.0135,0,0
7790036000466,baggio,Baggio multifruta,N/A,200.0,ml,200 ml,55,0,0,0,0,0,0,13.5,0,0,0.4,0.007,0,0
8005121002096,Divella,Conchiglioni 87/b,pasta di semola di grano duro.,N/A,g,N/A,355,0,1.7,0.9,0,0,0,73,3.9,0,0,0.0016,0,0
7790580118938,Aguila,Chocolat à fondue,N/A,N/A,N/A,N/A,533,0,35,10,0,0,0,47,43,0,0,0,0,0
7613035068391,"Nestlé,Nescafe",Dolca Nescafé,N/A,1.5,g,1.5g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792850000066,Chuker,Chuker,"endulzante de mesa líquido a base de edulcorantes artificiales (ciclamato, sacarina y sucralosa), libre de gluten.",5.0,ml,10 gotas (5 ml),60,0,0,0,0,0,0,0,0,0,0,0.553,0,0
7790895009815,"Cepita, Cepita del Valle, Coca-Cola",Naranja Tentación,N/A,200.0,g,200g,107,0,0,0,0,0,0,26,26,0,0,0.03048,0,0
7791708001484,N/A,Pan integral salvado cormillot,N/A,N/A,N/A,N/A,229,0,4.5,1.1,0,0,0,38,3,0,5,214,0,0
8480017196705,Dia,Papas sabor pimentón,N/A,25.0,g,25 g,512,0,32,3.6,0,0,0,52,3.6,0,0,0.536,0,0
7798179490212,NS,NS galletas mix de semillas,N/A,30,g,30g,433,0,13.7,0,0,0,0,70,0,0,3.33,0.508,0,0
7795293202202,Don Yeyo,pan lactal don yeyo,N/A,50.0,g,50 g,256,0,4.2,2.4,1,0.6,0,46,4,4,3.6,0.24,0,0
7790580178208,Arcor,Frutales,"caramelos blandos sabor a banana/plátano, cereza, durazno y manzana, sin gluten.",20.0,g,20 g,375,0,3,1.5,1,0,0,85,55,55,0,0,0,0
7790040613706,"Arcor, bon o bon",Alfajor bon o bon,alfajor con relleno a base de leche y maní cubierto con chocolate con leche.,40.0,g,1 alfajor (40 g),509,0,27,13,12,2,0.3,56,34,0,1.9,0.106,0,0.012
0070847032861,Monster,Monster energy ultra,N/A,500,ml,500ml,2.2,0,0,0,0,0,0,0.88,0,0,0,0.2,0,0
7791875000471,"Havanna, Havannets",Havannets Chocolate,bocaditos de dulce de leche con cobertura de chocolate.,38.0,g,1 havannete (38 g),369,0,13,7.6,2.9,1.7,0.1,57,35,0,0,0.046,0,0.018000000000000002
7791324157046,"Pitusas,Par-Nor",Pitusas,N/A,30,g,4 galletas 30 g,141,0,5.8,3.1,0,0,0.06,20.4,0,0,0.6,0.10400000000000001,0,0
7791218000731,Magia,Sustituto cárnico - Proteína de soja texturizada - Pollo,N/A,50,g,50 g,660,0,4,0,0,0,0,90,0,0,34,0.02,0,0
7790895064210,"Sprite, Coca-Cola",SPRITE ZERO,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0
7790070416513,"gallo,Gallo Snacks",YoguBar de arroz sabor yogur,N/A,20,N/A,20g,90,0,4.6,3.1,0,0,0,13,0,0,0,0,0,0
7790045000914,Granix,Salvado sin sal,N/A,0,N/A,4galletitas,108,0,3.4,0.3,0,0,0,16,1,0,2.6,0,0,0
7790040569706,N/A,Hogareñas 7 semillas,N/A,31,g,7 galletas 31 g,424,0,15,1.3,12,1.5,0,61,5.4,0,6.2,0.809,0,0
7790070320001,Matarazzo,Cabello de Angel,N/A,80,g,80 g,334,0,1,0,0,0,0,71.2,0,0,3,0.0137,0,0
7613035494800,Nestlé,Nestle nido fortigrow,N/A,26,g,26g,462,0,18.8,8.85,0,0,0,53.8,53.8,0,3.08,0,0,0
7790580509606,Arcor,Mermelada de Frutilla,"mermelada de frutilla, libre de gluten.",20.0,g,1 cuchara de sopa (20 g),259,0,0,0,0,0,0,64,52,0,0,0.012,0,0
7793046002215,Dulcor,Dulce de Batata sabor Vainilla y Chocolate,"dulce de batata sabor vainilla y chocolate, libre de gluten.",40,g,1 rebanada 40 g,240,0,0,0,0,0,0,60,0,0,0,0,0,0
7791337099555,"Danone, ser",Ser Crunch Berries,N/A,160.0,g,1 pote 160 g,98.1,0,2.56,1,0,0,0,0,0,0,0.688,0.0619,0,0
7790040331204,"Arcor, Tatín",Tatín Alfajor Negro con Dulce de Leche,alfajor de dulce de leche con baño de repostería.,33.0,g,1 alfajor (33 g),425,0,15,8.1,5.6,0.7,0.4,64,40,0,1.1,0.111,0,0.019
7792129002203,Sucaryl,Sucralosa,"endulzante de mesa líquido con sacarina y sucralosa, libre de gluten.",0.4,ml,8 gotas (0.40 ml),60,0,0,0,0,0,0,0,0,0,0,0.267,0,0
7790878108177,El turista,El turista chocolate 70%,N/A,25,N/A,25 g,126,0,9.4,5.7,0,0,0,7.6,0,0,3.4,0.02,0,0
7791720003015,Carrefour,Lentejas secas remojadas,N/A,130.0,g,130g,70.8,0,0,0,0,0,0,17.7,0,0,5.77,19.5,0,0
7794940000819,Hilerer,Hileret,N/A,0.4,ml,"0,4 ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790070411358,Gallo snacks,Gallo snacks,N/A,25,g,25g,99,0,0,0,0,0,0,23,0,0,0,0,0,0
7790045000860,"Granix,GranoVita",GranoVita coco,"galletitas dulces a base de harina de trigo con coco, avena y harinas de amaranto, cebeda, centeno, mijo y quinoa.",30,g,4 galletas (30 g),449,0,15,2.3,11,1.1,0,71,0,0,3.1,0.108,0,0
7794529000292,Breviss,Tostadas light,N/A,30,g,30g,397,0,3,0,0,0,0,73.3,0,0,5,0.796,0,0
7794940000116,Hileret,Endulzante en sobres,N/A,0.8,N/A,"0,8g",0,0,0,0,0,0,0,91.2,0,0,0,0,0,0
7792180001528,molino Cañuelas,Cañuelas,N/A,50,g,50g,338,0,1.6,0,0,0,0,72,0,0,3,0,0,0
7794000959903,Fanacoa,Mayonesa,N/A,12.0,g,12g,142,0,10.8,0,0,0,0,10.8,5,0,0,0.745,0,0
7791337000780,"Serenito,La Serenísima",serenito,N/A,100,N/A,100 g,132,0,3,2,0,0,0,23,0,0,0,0.086,0,0
7790580109882,Aguila,Extra Fino 60% Cacao,"chocolate amargo extra fino al 60% de cacao, libre de gluten.",21,g,1 barrita 21 g,522,0,37,23,13,0,0,37,34,0,9,0.025,0,0
7790040374409,"Arcor,Cereal Mix",Cereal Mix Chocolate,galletas dulces con avena y chocolate.,24.0,g,2 galletitas (24 g),432,0,18,3.6,12,2.3,0,60,23,0,7.3,0.34500000000000003,0,0
7795735000328,Don Satur,Bizcocho Salado,bizcochos con grasa.,30.0,g,6 bizcochos (30 g),517,0,29.7,13.7,0,0,1.67,53.3,2,2,0,0.567,0,0
7790045000587,"Granix,Granola","Granola Almendras, avena & coco","galletitas dulces con avena, almendras y coco.",30,g,3 galletas 30 g,442,0,20,4.6,12,2.2,0,58,0,0,9,0.31,0,0
7791337304017,"Serenito,La Serenísima,Danone",Serenito con Rocklets,"Postre sabor a vainilla fortificado con zinc y vitaminas A, D y B9 con confites de chocolate con leche para mezclar",120.0,g,1 pote 120 g,162,0,4.83,3,0,0,0,0,0,0,0.583,0.0958,0,0
7790070318886,molinos río de la plata,Vitina Clásica,N/A,50,g,50g,272,0,0,0,0,0,3.6e-07,68,0,0,3.4,0,0,0
7701362005773,Juan Valdez,Juan Valdez,N/A,500,N/A,500g,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790040930605,"Bagley, Rumba",Rumba,N/A,N/A,N/A,N/A,459,0,17,8,0,0,0,69,28,0,0,0.28,0,0
7790639001044,news,news,N/A,2.25,N/A,2.250g,0,0,0,0,0,0,0,0,0,0,0,10.16,0,0
7793046008453,Dulcor,Mermelada de Damasco,"mermelada de damasco, libre de gluten.",20,g,1 cuchara 20 g,53,0,0,0,0,0,0,13,0,0,0,0,0,0
7790045825791,Gamesa,Frutigran,N/A,N/A,N/A,N/A,436,0,15,1.3,0,0,0,68,8,18,0,0.04,0,0
7790045823568,Granix,avena tradicional,N/A,30.0,g,30gr,365,0,8.5,1.6,0,0,0,60,0,0,10,6.9088,0,0
8480017602879,Dia,N/A,N/A,25,g,1 portion (25 g),508,0,24,8.4,0,0,0,68,56,56,0,0.0244,0,0
7793360106040,"BC,La Campagnola",Manzana,N/A,200,ml,200ml,21,0,0,0,0,0,0,5,5,0,0,0.00366,0,0
7790580504809,Arcor,Batata con sabor a Chocolate,"dulce de batata con sabor a chocolate, libre de gluten.",40.0,g,1 rebanada 40 g,260,0,0,0,0,0,0,60,33,0,0,0.0096,0,0
7790045823575,Granix,Avena instantánea,N/A,30.0,g,30g (2 cucharadas de sopa),357,0,7.33,1.33,0,0,0,60,0,0,10,0,0,0
7791875000150,Havanna,Tableta 70% Cacao,"tableta de chocolate amargo, 70% de cacao.",25.0,g,1/3 unidad (25 g),556,0,44,23.2,0,0,0,38.8,16,0,9.6,0,0,0
